0.788,0.660,2.747,0.805,Sharp-Right-Turn
0.787,0.659,2.749,0.696,Sharp-Right-Turn
0.786,0.661,2.748,0.689,Sharp-Right-Turn
0.785,0.665,1.353,0.766,Sharp-Right-Turn
0.788,0.717,1.346,0.740,Sharp-Right-Turn
0.787,0.833,1.346,0.677,Sharp-Right-Turn
0.790,0.779,1.345,0.670,Sharp-Right-Turn
0.814,0.668,1.342,0.667,Sharp-Right-Turn
0.807,0.809,1.342,0.661,Sharp-Right-Turn
0.786,0.805,1.340,0.659,Sharp-Right-Turn
0.785,0.804,1.347,0.647,Sharp-Right-Turn
0.787,0.854,1.303,0.647,Sharp-Right-Turn
0.791,0.800,1.353,0.646,Sharp-Right-Turn
0.794,0.786,1.347,0.639,Sharp-Right-Turn
0.814,0.780,1.345,0.636,Sharp-Right-Turn
0.880,0.776,1.346,0.632,Sharp-Right-Turn
1.593,0.774,1.347,0.627,Move-Forward
1.593,0.770,1.349,0.626,Move-Forward
1.593,0.765,1.351,0.625,Move-Forward
1.593,0.765,1.353,0.624,Move-Forward
1.592,0.763,1.355,0.625,Move-Forward
1.591,0.763,1.355,0.627,Move-Forward
1.590,0.763,1.351,0.628,Move-Forward
1.588,0.763,1.352,0.630,Move-Forward
1.586,0.758,1.357,0.634,Move-Forward
1.576,0.759,1.356,0.641,Move-Forward
1.566,0.753,1.362,0.650,Move-Forward
1.555,0.751,1.367,0.662,Move-Forward
0.932,0.745,1.373,0.675,Move-Forward
1.525,0.739,1.379,0.689,Move-Forward
1.508,0.733,1.385,0.705,Move-Forward
1.494,0.727,1.391,0.722,Move-Forward
1.473,0.721,1.397,0.739,Move-Forward
1.454,0.715,1.403,0.757,Move-Forward
1.438,0.707,1.409,0.776,Move-Forward
1.419,0.700,1.415,0.795,Move-Forward
1.399,0.694,1.425,0.814,Move-Forward
1.379,0.690,1.432,0.834,Move-Forward
1.358,0.683,1.438,0.854,Move-Forward
1.338,0.673,1.445,0.874,Move-Forward
1.317,0.666,1.453,0.895,Move-Forward
0.891,0.663,1.464,0.915,Sharp-Right-Turn
1.276,0.652,1.472,0.936,Move-Forward
1.255,0.645,1.526,0.956,Move-Forward
1.233,0.638,1.538,0.976,Move-Forward
1.212,0.627,1.547,0.996,Move-Forward
1.193,0.623,1.555,1.015,Move-Forward
1.174,0.613,1.561,1.034,Move-Forward
1.156,0.607,1.573,1.052,Move-Forward
1.138,0.600,1.584,1.070,Move-Forward
1.121,0.594,3.117,1.087,Move-Forward
1.105,0.588,3.114,1.103,Move-Forward
1.089,0.582,1.610,1.119,Move-Forward
1.074,0.576,2.367,1.135,Move-Forward
1.058,0.570,3.133,1.150,Move-Forward
1.043,0.564,2.369,1.166,Move-Forward
1.026,0.562,3.141,1.183,Move-Forward
1.009,0.555,3.158,1.200,Move-Forward
0.989,0.549,2.400,1.218,Move-Forward
0.733,0.539,2.399,1.236,Sharp-Right-Turn
0.711,0.540,3.166,1.255,Sharp-Right-Turn
0.679,0.530,3.176,1.272,Sharp-Right-Turn
0.658,0.521,3.199,1.291,Sharp-Right-Turn
0.650,0.515,3.185,1.309,Sharp-Right-Turn
0.644,0.509,3.191,1.325,Sharp-Right-Turn
0.639,0.504,3.194,1.340,Sharp-Right-Turn
0.860,0.504,3.201,1.348,Sharp-Right-Turn
0.859,0.496,3.203,1.351,Sharp-Right-Turn
0.861,0.491,2.430,1.349,Sharp-Right-Turn
0.865,0.491,3.208,1.345,Sharp-Right-Turn
0.865,0.491,3.208,1.345,Sharp-Right-Turn
0.865,0.490,2.425,1.345,Sharp-Right-Turn
0.865,0.490,3.206,1.345,Sharp-Right-Turn
0.865,0.489,3.207,1.345,Sharp-Right-Turn
0.865,0.488,3.207,1.347,Sharp-Right-Turn
0.868,0.487,3.205,1.344,Sharp-Right-Turn
0.867,0.486,3.205,1.343,Sharp-Right-Turn
0.870,0.485,3.206,1.343,Sharp-Right-Turn
0.869,0.485,3.206,1.343,Sharp-Right-Turn
0.740,0.484,3.206,1.343,Sharp-Right-Turn
0.740,0.483,3.207,1.342,Sharp-Right-Turn
0.861,0.482,3.208,1.341,Sharp-Right-Turn
0.859,0.480,3.209,1.341,Sharp-Right-Turn
0.857,0.478,1.811,1.341,Sharp-Right-Turn

1.233,0.552,1.790,1.003,Move-Forward
1.217,0.558,1.903,1.024,Move-Forward
1.199,0.564,1.903,1.055,Move-Forward
1.179,0.570,2.040,1.512,Move-Forward
1.160,0.576,3.117,1.532,Move-Forward
1.141,0.583,3.111,1.551,Move-Forward
1.122,0.589,3.106,1.571,Move-Forward
1.101,0.595,3.101,1.588,Move-Forward
1.085,0.601,3.095,1.611,Move-Forward
1.065,0.607,3.090,1.628,Move-Forward
1.045,0.613,3.084,1.648,Move-Forward
1.026,0.619,3.079,1.671,Move-Forward
1.008,0.625,3.074,1.689,Move-Forward
0.989,0.630,3.068,1.708,Move-Forward
0.971,0.632,3.063,1.727,Move-Forward
0.952,0.631,3.058,1.746,Move-Forward
0.934,0.634,3.052,1.766,Move-Forward
0.879,0.637,3.047,1.785,Sharp-Right-Turn
0.857,0.640,3.041,1.298,Sharp-Right-Turn
0.835,0.644,3.036,1.824,Sharp-Right-Turn
0.816,0.649,3.030,1.844,Sharp-Right-Turn
0.794,0.653,3.025,1.601,Sharp-Right-Turn
0.776,0.661,3.021,1.882,Sharp-Right-Turn
0.762,0.660,3.017,1.274,Sharp-Right-Turn
0.756,0.658,3.018,1.712,Sharp-Right-Turn
0.757,0.652,3.019,0.747,Sharp-Right-Turn
0.760,0.651,3.021,0.745,Sharp-Right-Turn
0.761,0.650,3.018,1.698,Sharp-Right-Turn
0.761,0.650,3.018,1.624,Sharp-Right-Turn
0.760,0.649,3.019,1.702,Sharp-Right-Turn
0.763,0.649,3.019,1.625,Sharp-Right-Turn
0.763,0.648,3.020,1.624,Sharp-Right-Turn
0.767,0.648,2.320,0.739,Sharp-Right-Turn
0.770,0.647,2.324,0.738,Sharp-Right-Turn
1.461,0.646,2.321,0.736,Move-Forward
1.461,0.646,2.267,0.738,Move-Forward
1.462,0.644,2.268,0.742,Move-Forward
1.036,0.644,2.152,0.739,Move-Forward
1.035,0.644,2.149,0.736,Move-Forward
1.034,0.645,2.150,0.740,Move-Forward
1.032,0.646,2.153,0.744,Move-Forward
1.031,0.648,2.271,1.909,Move-Forward
1.023,0.651,2.275,1.642,Move-Forward
1.018,0.656,2.273,0.987,Move-Forward
1.012,0.661,2.281,0.750,Move-Forward
1.002,0.667,2.250,1.013,Move-Forward
0.998,0.674,2.998,1.015,Move-Forward
0.989,0.685,2.294,1.991,Move-Forward
0.981,0.693,2.983,2.006,Move-Forward
0.664,0.702,2.972,2.024,Sharp-Right-Turn
0.641,0.710,2.964,1.092,Sharp-Right-Turn
0.619,0.718,2.956,1.559,Sharp-Right-Turn
0.602,0.724,2.948,2.082,Sharp-Right-Turn
0.586,0.732,2.940,2.104,Sharp-Right-Turn
0.569,0.736,2.933,2.119,Sharp-Right-Turn
0.558,0.737,2.926,1.578,Sharp-Right-Turn
0.548,0.740,2.924,1.553,Sharp-Right-Turn
0.544,0.738,2.925,1.556,Sharp-Right-Turn
0.545,0.736,2.928,1.090,Sharp-Right-Turn
0.549,0.735,2.929,5.000,Sharp-Right-Turn
0.550,0.735,2.930,1.084,Sharp-Right-Turn
0.550,0.735,2.929,1.084,Sharp-Right-Turn
0.549,0.732,2.930,1.091,Sharp-Right-Turn
0.553,0.734,2.931,5.000,Sharp-Right-Turn
1.011,0.733,2.932,1.419,Move-Forward
1.012,0.732,2.932,5.000,Move-Forward
1.015,0.732,2.933,5.000,Move-Forward
1.014,0.731,2.933,1.704,Move-Forward
1.023,0.732,2.933,1.704,Move-Forward
1.015,0.732,2.931,1.704,Move-Forward
1.009,0.733,2.930,1.705,Move-Forward
1.005,0.734,2.927,1.706,Move-Forward
1.002,0.736,2.923,1.707,Move-Forward
0.990,0.736,2.918,5.000,Move-Forward
0.976,0.736,2.911,5.000,Move-Forward
0.964,0.738,2.903,1.414,Move-Forward
0.951,0.739,2.895,1.423,Move-Forward
0.943,0.742,2.886,1.429,Move-Forward
0.948,0.741,2.876,0.858,Move-Forward
0.936,0.738,2.866,0.854,Move-Forward
0.886,0.735,2.856,0.858,Sharp-Right-Turn
0.867,0.735,2.846,0.894,Sharp-Right-Turn
0.847,0.734,2.835,5.000,Sharp-Right-Turn
0.831,0.739,2.825,0.904,Sharp-Right-Turn
0.813,0.741,2.816,5.000,Sharp-Right-Turn
0.799,0.746,2.806,1.141,Sharp-Right-Turn
0.787,0.753,2.798,0.903,Sharp-Right-Turn
0.777,0.856,2.792,0.920,Sharp-Right-Turn
0.774,0.854,2.792,0.894,Sharp-Right-Turn
0.775,0.850,2.794,0.887,Sharp-Right-Turn
0.776,0.850,2.792,0.886,Sharp-Right-Turn
0.776,0.849,2.796,0.885,Sharp-Right-Turn
0.776,0.849,2.793,0.885,Sharp-Right-Turn
0.776,0.755,2.794,0.884,Sharp-Right-Turn
0.776,0.750,2.794,0.886,Sharp-Right-Turn
0.775,0.749,2.795,0.885,Sharp-Right-Turn
0.775,0.746,2.144,5.000,Sharp-Right-Turn
0.775,0.745,2.144,5.000,Sharp-Right-Turn
0.775,0.744,2.145,4.313,Sharp-Right-Turn
0.774,0.740,2.143,4.296,Sharp-Right-Turn
0.774,0.738,2.144,4.300,Sharp-Right-Turn
0.774,0.736,2.148,0.899,Sharp-Right-Turn
0.773,0.731,2.806,0.871,Sharp-Right-Turn
0.776,0.732,2.154,0.861,Sharp-Right-Turn
0.776,0.730,2.816,0.859,Sharp-Right-Turn
0.786,0.732,2.647,0.852,Sharp-Right-Turn
0.786,0.372,2.640,0.850,Sharp-Right-Turn
0.775,0.363,2.163,0.847,Sharp-Right-Turn
0.775,0.360,2.161,0.845,Sharp-Right-Turn
0.775,0.355,2.163,0.847,Sharp-Right-Turn
0.778,0.356,2.655,0.842,Sharp-Right-Turn
0.781,0.354,2.839,0.837,Sharp-Right-Turn
0.784,0.735,2.646,0.835,Sharp-Right-Turn
0.804,0.732,2.643,0.830,Sharp-Right-Turn
1.826,0.778,2.644,0.828,Move-Forward
1.820,0.349,2.645,0.826,Slight-Right-Turn
1.817,0.342,2.643,0.825,Slight-Right-Turn
1.819,0.340,2.181,0.825,Slight-Right-Turn
1.819,0.340,2.177,0.825,Slight-Right-Turn
1.818,0.341,2.180,0.826,Slight-Right-Turn
1.818,0.341,2.183,0.826,Slight-Right-Turn
1.818,0.341,2.180,0.826,Slight-Right-Turn
1.818,0.341,2.180,0.827,Slight-Right-Turn
1.818,0.341,2.180,0.827,Slight-Right-Turn
1.817,0.341,2.180,0.827,Slight-Right-Turn
1.817,0.341,2.180,0.827,Slight-Right-Turn
1.818,0.341,2.180,0.827,Slight-Right-Turn
1.817,0.340,2.180,0.827,Slight-Right-Turn
1.816,0.340,2.180,0.828,Slight-Right-Turn
1.813,0.340,2.179,0.830,Slight-Right-Turn
1.809,0.341,2.178,0.835,Slight-Right-Turn
0.950,0.341,2.177,0.839,Slight-Right-Turn
0.941,0.345,2.174,0.846,Slight-Right-Turn
0.928,0.356,2.662,0.854,Slight-Right-Turn
0.921,0.740,2.662,0.865,Move-Forward
0.914,0.740,2.669,0.871,Move-Forward
0.906,0.734,2.174,0.880,Move-Forward
0.905,0.727,2.168,0.869,Move-Forward
2.751,0.723,2.163,0.872,Move-Forward
2.739,0.355,2.156,0.880,Slight-Right-Turn
2.726,0.355,2.151,0.888,Slight-Right-Turn
2.711,0.361,2.149,0.898,Slight-Right-Turn
2.696,0.367,2.143,0.909,Slight-Right-Turn
2.680,0.394,2.708,0.920,Slight-Right-Turn
2.665,0.691,2.713,0.931,Move-Forward
2.652,0.687,2.715,0.941,Move-Forward
2.638,0.683,2.146,0.948,Move-Forward
2.626,0.680,2.145,0.958,Move-Forward
2.616,0.676,2.140,0.967,Move-Forward
2.603,0.672,2.731,0.981,Move-Forward
2.591,0.478,2.736,0.918,Slight-Right-Turn
2.575,0.664,2.091,0.932,Move-Forward
2.555,0.659,2.745,0.947,Move-Forward
2.541,0.655,2.107,0.959,Move-Forward
2.520,0.552,2.755,0.975,Move-Forward
1.493,0.647,2.067,0.990,Move-Forward
1.476,0.533,2.767,1.007,Move-Forward
1.455,0.571,2.083,1.023,Move-Forward
1.433,0.634,2.053,1.041,Move-Forward
2.427,0.630,2.043,1.058,Move-Forward
1.403,0.626,2.036,1.080,Move-Forward
1.960,0.621,2.791,1.098,Move-Forward
1.364,0.617,2.045,1.115,Move-Forward
1.345,0.613,2.800,0.597,Move-Forward
1.324,0.609,2.802,0.608,Move-Forward
1.306,0.604,2.803,0.619,Move-Forward
1.287,0.600,2.814,0.631,Move-Forward
1.272,0.595,2.816,0.646,Move-Forward
1.253,0.590,2.124,0.664,Move-Forward
1.235,0.586,2.822,0.682,Move-Forward
1.216,0.581,2.835,0.693,Move-Forward
1.197,0.576,2.836,0.708,Move-Forward
1.182,0.572,2.837,0.722,Move-Forward
1.161,0.564,2.835,0.736,Move-Forward
1.144,0.561,2.823,0.751,Move-Forward
1.126,0.558,2.189,0.765,Move-Forward
1.108,0.553,2.157,0.779,Move-Forward
1.090,0.549,2.140,0.794,Move-Forward
1.075,0.545,2.778,0.808,Move-Forward
1.054,0.540,2.767,0.823,Move-Forward
1.040,0.536,2.752,0.837,Move-Forward
0.592,0.531,2.744,0.851,Sharp-Right-Turn
0.587,0.527,1.893,0.865,Sharp-Right-Turn
0.579,0.522,1.888,0.880,Sharp-Right-Turn
0.577,0.517,1.887,0.894,Sharp-Right-Turn
0.573,0.512,1.886,0.908,Sharp-Right-Turn
0.569,0.508,1.888,0.922,Sharp-Right-Turn
1.898,0.503,1.930,0.929,Move-Forward
1.897,0.501,1.893,0.928,Move-Forward
1.900,0.501,1.890,0.925,Move-Forward
1.900,0.501,1.891,0.925,Move-Forward
1.898,0.501,1.893,0.926,Move-Forward
1.895,0.500,1.892,0.930,Move-Forward
1.889,0.499,1.927,0.935,Move-Forward
1.879,0.498,1.926,0.942,Move-Forward
1.868,0.495,1.928,0.950,Move-Forward
1.855,0.493,2.659,0.961,Slight-Right-Turn
1.840,0.490,1.891,0.972,Slight-Right-Turn
1.825,0.487,1.880,0.984,Slight-Right-Turn
1.809,0.484,1.879,0.997,Slight-Right-Turn
1.793,0.481,1.875,1.009,Slight-Right-Turn
0.818,0.478,1.874,1.021,Sharp-Right-Turn
0.803,0.475,1.877,1.032,Sharp-Right-Turn
0.788,0.472,1.876,1.042,Sharp-Right-Turn
0.778,0.470,1.792,1.052,Sharp-Right-Turn
0.768,0.468,1.784,1.088,Sharp-Right-Turn
0.755,0.465,1.767,1.745,Sharp-Right-Turn
0.747,0.463,1.758,1.097,Sharp-Right-Turn
0.746,0.459,1.754,1.083,Sharp-Right-Turn
0.747,0.461,1.757,1.088,Sharp-Right-Turn
0.749,0.461,1.759,1.080,Sharp-Right-Turn
0.749,0.461,1.761,1.076,Sharp-Right-Turn
0.749,0.460,1.762,1.072,Sharp-Right-Turn
0.752,0.460,1.762,1.072,Sharp-Right-Turn
0.765,0.460,1.766,1.071,Sharp-Right-Turn
0.756,0.459,1.764,1.070,Sharp-Right-Turn
1.494,0.459,1.766,1.069,Slight-Right-Turn
1.491,0.458,1.771,1.068,Slight-Right-Turn
1.488,0.457,1.773,1.067,Slight-Right-Turn
1.491,0.456,1.778,1.065,Slight-Right-Turn
1.493,0.456,1.781,1.066,Slight-Right-Turn
1.489,0.456,1.780,1.067,Slight-Right-Turn
1.492,0.456,1.779,1.064,Slight-Right-Turn
1.710,0.456,1.776,1.064,Slight-Right-Turn
1.495,0.456,1.780,1.067,Slight-Right-Turn
1.492,0.456,1.776,1.067,Slight-Right-Turn
1.492,0.456,1.780,1.067,Slight-Right-Turn
1.492,0.456,1.779,1.064,Slight-Right-Turn
1.492,0.456,1.779,1.067,Slight-Right-Turn
1.495,0.456,1.779,1.067,Slight-Right-Turn
1.709,0.456,1.779,1.064,Slight-Right-Turn
1.709,0.456,1.779,1.065,Slight-Right-Turn
1.494,0.456,1.782,1.064,Slight-Right-Turn
1.708,0.456,1.960,1.068,Slight-Right-Turn
1.707,0.456,1.981,1.065,Slight-Right-Turn
1.707,0.456,1.782,1.065,Slight-Right-Turn
1.707,0.456,2.009,1.065,Slight-Right-Turn
1.707,0.456,2.011,1.066,Slight-Right-Turn
1.705,0.456,1.980,1.067,Slight-Right-Turn
1.702,0.455,1.778,1.069,Slight-Right-Turn
1.697,0.454,1.774,1.073,Slight-Right-Turn
1.690,0.453,1.766,1.078,Slight-Right-Turn
1.683,0.452,1.760,1.084,Slight-Right-Turn
1.674,0.452,1.753,1.091,Slight-Right-Turn
1.665,0.451,1.745,1.099,Slight-Right-Turn
1.655,0.451,1.736,1.108,Slight-Right-Turn
1.645,0.450,1.754,1.116,Slight-Right-Turn
1.636,0.449,1.952,1.124,Slight-Right-Turn
1.626,0.449,1.920,1.133,Slight-Right-Turn
1.616,0.449,1.897,1.142,Slight-Right-Turn
1.606,0.450,1.884,1.151,Slight-Right-Turn
1.596,0.450,1.879,1.160,Slight-Right-Turn
1.586,0.451,1.690,1.170,Slight-Right-Turn
1.575,0.452,1.677,1.180,Slight-Right-Turn
1.565,0.452,1.664,1.192,Slight-Right-Turn
1.556,0.453,1.659,1.201,Slight-Right-Turn
1.547,0.454,1.654,1.210,Slight-Right-Turn
1.537,0.454,1.849,1.219,Slight-Right-Turn
1.329,0.455,1.847,1.230,Slight-Right-Turn
1.317,0.457,1.844,1.239,Slight-Right-Turn
1.312,0.458,1.842,1.248,Slight-Right-Turn
1.304,0.459,1.836,1.258,Slight-Right-Turn
1.296,0.461,1.834,1.267,Slight-Right-Turn
1.290,0.462,1.831,1.277,Slight-Right-Turn
1.282,0.464,1.828,1.287,Slight-Right-Turn
