1.419,0.700,Move-Forward
1.399,0.694,Move-Forward
1.379,0.690,Move-Forward
1.358,0.683,Move-Forward
1.338,0.673,Move-Forward
1.317,0.666,Move-Forward
0.891,0.663,Sharp-Right-Turn
1.276,0.652,Move-Forward
1.255,0.645,Move-Forward
1.233,0.638,Move-Forward
1.212,0.627,Move-Forward
1.193,0.623,Move-Forward
1.174,0.613,Move-Forward
1.156,0.607,Move-Forward
1.138,0.600,Move-Forward
1.121,0.594,Move-Forward
1.105,0.588,Move-Forward
1.089,0.582,Move-Forward
1.074,0.576,Move-Forward
1.058,0.570,Move-Forward
1.043,0.564,Move-Forward
1.026,0.562,Move-Forward
1.009,0.555,Move-Forward
0.989,0.549,Move-Forward
0.733,0.539,Sharp-Right-Turn
0.711,0.540,Sharp-Right-Turn
0.679,0.530,Sharp-Right-Turn
0.658,0.521,Sharp-Right-Turn
0.650,0.515,Sharp-Right-Turn
0.644,0.509,Sharp-Right-Turn
0.639,0.504,Sharp-Right-Turn
0.860,0.504,Sharp-Right-Turn
0.859,0.496,Sharp-Right-Turn
0.861,0.491,Sharp-Right-Turn
0.865,0.491,Sharp-Right-Turn
0.865,0.491,Sharp-Right-Turn
0.865,0.490,Sharp-Right-Turn
0.865,0.490,Sharp-Right-Turn
0.865,0.489,Sharp-Right-Turn
0.865,0.488,Sharp-Right-Turn
0.868,0.487,Sharp-Right-Turn
0.867,0.486,Sharp-Right-Turn
0.870,0.485,Sharp-Right-Turn
0.869,0.485,Sharp-Right-Turn
0.740,0.484,Sharp-Right-Turn
0.740,0.483,Sharp-Right-Turn
0.861,0.482,Sharp-Right-Turn
0.859,0.480,Sharp-Right-Turn
0.857,0.478,Sharp-Right-Turn
0.853,0.477,Sharp-Right-Turn
0.850,0.475,Sharp-Right-Turn
0.852,0.474,Sharp-Right-Turn
0.852,0.472,Sharp-Right-Turn
0.851,0.470,Sharp-Right-Turn
0.854,0.467,Sharp-Right-Turn
0.857,0.465,Sharp-Right-Turn
0.873,0.462,Sharp-Right-Turn
1.491,0.460,Slight-Right-Turn
1.202,0.458,Slight-Right-Turn
1.201,0.456,Slight-Right-Turn
1.200,0.455,Slight-Right-Turn
1.198,0.454,Slight-Right-Turn
1.198,0.455,Slight-Right-Turn
1.198,0.455,Slight-Right-Turn
1.197,0.456,Slight-Right-Turn
1.198,0.456,Slight-Right-Turn
1.191,0.457,Slight-Right-Turn
1.186,0.458,Slight-Right-Turn
1.567,0.459,Slight-Right-Turn
1.208,0.461,Slight-Right-Turn
1.553,0.462,Slight-Right-Turn
1.191,0.464,Slight-Right-Turn
1.535,0.465,Slight-Right-Turn
1.528,0.466,Slight-Right-Turn
1.519,0.468,Slight-Right-Turn
1.512,0.470,Slight-Right-Turn
1.416,0.471,Slight-Right-Turn
1.522,0.473,Slight-Right-Turn
1.475,0.476,Slight-Right-Turn
1.487,0.478,Slight-Right-Turn
1.473,0.480,Slight-Right-Turn
1.472,0.483,Slight-Right-Turn
1.459,0.486,Slight-Right-Turn
1.462,0.489,Slight-Right-Turn
1.340,0.491,Slight-Right-Turn
1.335,0.494,Slight-Right-Turn
1.421,0.497,Move-Forward
1.421,0.500,Move-Forward
1.414,0.504,Move-Forward
1.404,0.507,Move-Forward
1.393,0.511,Move-Forward
1.381,0.515,Move-Forward
1.368,0.520,Move-Forward
1.353,0.526,Move-Forward
1.309,0.531,Move-Forward
1.293,0.538,Move-Forward
1.273,0.545,Move-Forward
1.287,0.551,Move-Forward
1.269,0.559,Move-Forward
1.220,0.566,Move-Forward
1.202,0.574,Move-Forward
1.183,0.581,Move-Forward
1.165,0.589,Move-Forward
1.143,0.597,Move-Forward
1.470,0.485,Slight-Right-Turn
1.470,0.485,Slight-Right-Turn
1.468,0.486,Slight-Right-Turn
1.466,0.486,Slight-Right-Turn
1.462,0.486,Slight-Right-Turn
1.458,0.486,Slight-Right-Turn
1.452,0.487,Slight-Right-Turn
1.445,0.488,Slight-Right-Turn
1.437,0.488,Slight-Right-Turn
1.425,0.490,Slight-Right-Turn
1.417,0.491,Slight-Right-Turn
1.412,0.493,Slight-Right-Turn
1.404,0.494,Slight-Right-Turn
1.393,0.496,Move-Forward
1.385,0.497,Move-Forward
1.252,0.546,Move-Forward
1.233,0.552,Move-Forward
1.217,0.558,Move-Forward
1.199,0.564,Move-Forward
1.179,0.570,Move-Forward
1.160,0.576,Move-Forward
1.141,0.583,Move-Forward
1.122,0.589,Move-Forward
1.101,0.595,Move-Forward
1.085,0.601,Move-Forward
1.065,0.607,Move-Forward
1.045,0.613,Move-Forward
1.026,0.619,Move-Forward
1.008,0.625,Move-Forward
0.989,0.630,Move-Forward
0.971,0.632,Move-Forward
0.952,0.631,Move-Forward
0.934,0.634,Move-Forward
0.879,0.637,Sharp-Right-Turn
0.857,0.640,Sharp-Right-Turn
0.835,0.644,Sharp-Right-Turn
0.816,0.649,Sharp-Right-Turn
0.794,0.653,Sharp-Right-Turn
0.776,0.661,Sharp-Right-Turn
0.762,0.660,Sharp-Right-Turn
0.760,0.649,Sharp-Right-Turn
0.763,0.649,Sharp-Right-Turn
0.763,0.648,Sharp-Right-Turn
0.767,0.648,Sharp-Right-Turn
0.770,0.647,Sharp-Right-Turn
1.461,0.646,Move-Forward
1.461,0.646,Move-Forward
1.462,0.644,Move-Forward
1.036,0.644,Move-Forward
1.035,0.644,Move-Forward
1.034,0.645,Move-Forward
1.032,0.646,Move-Forward
1.031,0.648,Move-Forward
1.023,0.651,Move-Forward
1.018,0.656,Move-Forward
1.012,0.661,Move-Forward
1.002,0.667,Move-Forward
0.998,0.674,Move-Forward
0.989,0.685,Move-Forward
0.981,0.693,Move-Forward
0.664,0.702,Sharp-Right-Turn
0.641,0.710,Sharp-Right-Turn
0.619,0.718,Sharp-Right-Turn
0.602,0.724,Sharp-Right-Turn
0.586,0.732,Sharp-Right-Turn
0.569,0.736,Sharp-Right-Turn
0.558,0.737,Sharp-Right-Turn
0.548,0.740,Sharp-Right-Turn
0.544,0.738,Sharp-Right-Turn
0.545,0.736,Sharp-Right-Turn
0.549,0.735,Sharp-Right-Turn
0.550,0.735,Sharp-Right-Turn
0.550,0.735,Sharp-Right-Turn
0.549,0.732,Sharp-Right-Turn
0.553,0.734,Sharp-Right-Turn
1.011,0.733,Move-Forward
1.012,0.732,Move-Forward
1.015,0.732,Move-Forward
1.014,0.731,Move-Forward
1.023,0.732,Move-Forward
1.015,0.732,Move-Forward
0.948,0.741,Move-Forward
0.936,0.738,Move-Forward
0.886,0.735,Sharp-Right-Turn
0.867,0.735,Sharp-Right-Turn
0.847,0.734,Sharp-Right-Turn
0.831,0.739,Sharp-Right-Turn
0.813,0.741,Sharp-Right-Turn
0.799,0.746,Sharp-Right-Turn
0.787,0.753,Sharp-Right-Turn
0.777,0.856,Sharp-Right-Turn
0.774,0.854,Sharp-Right-Turn
0.775,0.850,Sharp-Right-Turn
0.776,0.850,Sharp-Right-Turn
0.776,0.849,Sharp-Right-Turn
0.776,0.849,Sharp-Right-Turn
0.776,0.755,Sharp-Right-Turn
0.776,0.750,Sharp-Right-Turn
0.775,0.749,Sharp-Right-Turn
0.775,0.746,Sharp-Right-Turn
0.775,0.745,Sharp-Right-Turn
0.775,0.744,Sharp-Right-Turn
0.774,0.740,Sharp-Right-Turn
0.774,0.738,Sharp-Right-Turn
0.774,0.736,Sharp-Right-Turn
0.773,0.731,Sharp-Right-Turn
0.776,0.732,Sharp-Right-Turn
0.776,0.730,Sharp-Right-Turn
0.786,0.732,Sharp-Right-Turn
0.786,0.372,Sharp-Right-Turn
0.775,0.363,Sharp-Right-Turn

1.090,0.549,Move-Forward
1.075,0.545,Move-Forward
1.054,0.540,Move-Forward
1.040,0.536,Move-Forward
0.592,0.531,Sharp-Right-Turn
0.587,0.527,Sharp-Right-Turn
0.579,0.522,Sharp-Right-Turn
0.577,0.517,Sharp-Right-Turn
0.573,0.512,Sharp-Right-Turn
0.569,0.508,Sharp-Right-Turn
1.898,0.503,Move-Forward
1.897,0.501,Move-Forward
1.900,0.501,Move-Forward
1.900,0.501,Move-Forward
1.898,0.501,Move-Forward
1.895,0.500,Move-Forward
1.889,0.499,Move-Forward
1.879,0.498,Move-Forward
1.868,0.495,Move-Forward
1.855,0.493,Slight-Right-Turn
1.840,0.490,Slight-Right-Turn
1.825,0.487,Slight-Right-Turn
1.809,0.484,Slight-Right-Turn
1.793,0.481,Slight-Right-Turn
0.818,0.478,Sharp-Right-Turn
0.803,0.475,Sharp-Right-Turn
0.788,0.472,Sharp-Right-Turn
0.778,0.470,Sharp-Right-Turn
0.768,0.468,Sharp-Right-Turn
0.755,0.465,Sharp-Right-Turn
0.747,0.463,Sharp-Right-Turn
0.746,0.459,Sharp-Right-Turn
0.747,0.461,Sharp-Right-Turn
0.749,0.461,Sharp-Right-Turn
0.749,0.461,Sharp-Right-Turn
0.749,0.460,Sharp-Right-Turn
0.752,0.460,Sharp-Right-Turn
0.765,0.460,Sharp-Right-Turn
0.756,0.459,Sharp-Right-Turn
1.494,0.459,Slight-Right-Turn
1.491,0.458,Slight-Right-Turn
1.488,0.457,Slight-Right-Turn
1.491,0.456,Slight-Right-Turn
1.493,0.456,Slight-Right-Turn
1.489,0.456,Slight-Right-Turn
1.492,0.456,Slight-Right-Turn
1.710,0.456,Slight-Right-Turn
1.495,0.456,Slight-Right-Turn
1.492,0.456,Slight-Right-Turn
1.492,0.456,Slight-Right-Turn
1.492,0.456,Slight-Right-Turn
1.492,0.456,Slight-Right-Turn
1.495,0.456,Slight-Right-Turn
1.709,0.456,Slight-Right-Turn
1.709,0.456,Slight-Right-Turn
1.494,0.456,Slight-Right-Turn
1.708,0.456,Slight-Right-Turn
1.707,0.456,Slight-Right-Turn
1.606,0.450,Slight-Right-Turn
1.596,0.450,Slight-Right-Turn
1.586,0.451,Slight-Right-Turn
1.575,0.452,Slight-Right-Turn
1.565,0.452,Slight-Right-Turn
1.556,0.453,Slight-Right-Turn
1.547,0.454,Slight-Right-Turn
1.537,0.454,Slight-Right-Turn
1.329,0.455,Slight-Right-Turn
1.317,0.457,Slight-Right-Turn
1.312,0.458,Slight-Right-Turn
1.304,0.459,Slight-Right-Turn
1.296,0.461,Slight-Right-Turn
1.290,0.462,Slight-Right-Turn
1.282,0.464,Slight-Right-Turn
1.273,0.466,Slight-Right-Turn
1.447,0.468,Slight-Right-Turn
1.435,0.470,Slight-Right-Turn
1.424,0.472,Slight-Right-Turn
1.413,0.474,Slight-Right-Turn
1.406,0.476,Slight-Right-Turn
1.397,0.478,Slight-Right-Turn
1.387,0.479,Slight-Right-Turn
