1.594,1.834,1.844,5.000,1.544,1.900,3.208,3.078,4.327,3.527,5.000,1.776,5.000,1.090,1.284,1.284,0.884,0.650,0.629,0.619,0.625,5.000,0.976,1.417,Move-Forward
1.614,1.853,1.866,1.898,1.557,1.899,3.213,3.071,4.598,3.512,5.000,1.752,5.000,1.068,1.273,1.270,0.880,0.658,0.637,0.627,0.633,5.000,0.997,1.602,Move-Forward
1.635,1.872,1.885,5.000,1.766,1.880,3.208,3.063,4.575,3.496,5.000,1.732,5.000,1.049,1.256,1.250,0.873,0.668,0.645,0.635,0.641,5.000,1.659,1.622,Move-Forward
1.654,1.891,1.903,5.000,1.786,1.881,3.207,3.056,4.572,3.481,5.000,1.712,5.000,1.030,1.245,1.239,0.865,0.672,0.652,0.642,0.648,5.000,5.000,1.642,Move-Forward
1.678,1.909,1.922,2.322,5.000,1.884,3.206,3.049,5.000,3.466,5.000,1.692,5.000,1.012,1.232,1.228,0.856,0.680,0.660,0.650,0.656,5.000,1.963,1.567,Move-Forward
1.697,1.927,1.941,2.338,1.611,1.888,3.217,3.042,5.000,3.452,5.000,1.672,5.000,0.994,1.219,1.209,0.850,0.691,0.667,0.657,0.664,5.000,5.000,1.575,Move-Forward
1.714,1.946,1.959,1.834,5.000,2.005,4.075,3.035,5.000,3.440,5.000,1.649,5.000,0.975,1.206,1.202,0.844,0.695,0.672,0.664,0.671,5.000,2.013,1.602,Move-Forward
1.736,1.965,1.978,1.842,1.655,2.056,3.199,3.028,5.000,3.423,5.000,1.629,5.000,0.957,1.195,1.185,0.842,0.702,0.675,0.672,0.681,5.000,5.000,1.545,Move-Forward
1.756,1.983,1.994,1.855,5.000,2.099,3.198,3.021,3.038,3.411,4.077,1.609,5.000,0.942,1.182,1.175,0.834,0.710,0.681,0.679,0.686,5.000,5.000,1.645,Move-Forward
1.783,2.002,2.015,1.864,5.000,3.217,3.197,3.014,3.031,3.402,5.000,1.589,5.000,5.000,1.173,1.159,0.835,0.718,0.686,0.687,0.697,5.000,5.000,1.585,Move-Forward
2.030,2.021,2.031,1.870,5.000,3.220,3.197,3.007,3.027,3.384,5.000,1.569,5.000,5.000,1.160,1.146,1.161,0.722,0.705,0.695,0.704,5.000,5.000,1.685,Move-Forward
2.049,2.040,2.053,1.879,5.000,2.195,3.199,2.999,5.000,5.000,5.000,1.552,5.000,5.000,1.148,1.133,1.148,0.733,0.709,0.702,0.709,5.000,5.000,1.621,Move-Forward
2.067,2.058,2.071,1.893,5.000,2.198,4.104,2.992,3.015,5.000,5.000,1.533,5.000,5.000,1.139,1.124,0.838,0.737,0.717,0.707,0.719,5.000,5.000,1.824,Move-Forward
2.086,2.076,2.089,1.894,5.000,2.294,3.207,2.985,3.001,5.000,4.042,1.513,5.000,5.000,1.128,1.113,1.123,0.747,0.724,0.702,0.724,5.000,1.799,1.571,Move-Forward
2.104,2.095,2.112,1.904,2.274,2.293,3.207,2.978,2.994,3.351,5.000,1.493,5.000,5.000,1.126,1.098,1.108,0.761,0.735,0.704,0.735,5.000,5.000,1.594,Move-Forward
2.122,2.113,2.132,1.905,2.283,2.300,4.120,2.970,2.990,3.330,4.023,1.473,5.000,5.000,1.568,1.086,1.095,0.737,0.721,0.710,0.739,5.000,1.269,1.696,Move-Forward
2.140,2.134,2.151,1.918,2.286,4.013,4.126,2.963,2.977,3.316,5.000,1.454,5.000,5.000,5.000,1.075,1.084,0.744,0.721,0.713,0.741,5.000,1.287,1.715,Move-Forward
2.159,2.150,2.276,1.925,4.014,3.206,4.131,2.956,2.973,3.292,4.010,1.434,5.000,5.000,5.000,1.067,0.895,0.752,0.728,0.719,0.737,5.000,2.216,1.734,Move-Forward
2.177,2.168,2.318,1.920,4.002,3.200,4.140,2.949,2.969,3.275,5.000,1.412,5.000,5.000,5.000,1.059,0.880,0.797,0.736,0.726,0.740,0.800,2.224,1.732,Move-Forward
2.197,2.189,5.000,2.021,2.192,4.000,4.143,2.942,2.959,3.268,4.001,1.396,5.000,5.000,1.063,1.048,0.871,0.801,0.743,0.733,0.746,5.000,2.252,1.751,Move-Forward
2.220,2.208,5.000,1.940,2.308,3.200,4.149,2.935,3.239,3.250,3.992,1.375,5.000,5.000,1.050,1.037,0.859,0.957,0.751,0.741,0.750,5.000,5.000,1.749,Move-Forward
2.238,2.227,5.000,1.928,3.984,3.203,4.161,2.928,2.948,3.236,3.993,1.356,5.000,5.000,1.040,1.029,0.851,0.914,0.759,0.748,0.758,5.000,5.000,1.765,Move-Forward
2.316,2.246,5.000,1.860,2.303,3.204,4.163,2.921,2.937,3.213,3.978,1.336,5.000,5.000,1.030,1.018,0.843,0.813,0.769,0.756,0.765,5.000,1.273,1.785,Move-Forward
2.329,2.265,5.000,1.875,2.318,3.198,4.170,2.914,2.931,3.196,3.975,1.316,5.000,1.146,1.021,1.008,0.835,0.845,0.777,0.763,0.773,5.000,1.291,1.808,Move-Forward
2.348,2.283,5.000,1.888,2.323,3.201,4.173,2.907,2.923,3.182,3.964,1.297,5.000,1.120,1.011,0.995,0.828,0.933,0.787,0.771,0.784,5.000,5.000,1.827,Move-Forward
2.368,2.302,2.419,1.900,2.331,3.980,4.182,2.900,2.917,3.168,3.961,1.277,5.000,1.098,0.642,0.986,0.822,0.997,0.791,0.778,0.791,5.000,5.000,1.846,Sharp-Right-Turn
2.390,2.320,2.435,1.915,2.343,3.954,2.921,2.893,2.907,3.161,3.955,1.261,5.000,1.076,0.622,0.977,0.819,0.987,0.838,0.786,0.798,5.000,5.000,1.869,Sharp-Right-Turn
2.410,2.342,5.000,1.923,2.006,3.193,4.191,2.885,2.902,2.043,3.948,1.238,5.000,1.057,0.606,0.971,0.820,0.979,0.812,0.793,0.806,5.000,5.000,1.885,Sharp-Right-Turn
2.427,2.361,5.000,1.940,2.014,3.200,4.201,2.878,2.895,2.024,3.946,1.218,5.000,1.038,0.589,0.963,0.951,0.969,0.803,0.801,0.813,5.000,5.000,1.908,Sharp-Right-Turn
2.445,2.379,5.000,1.961,2.367,3.924,2.900,2.872,2.886,2.008,3.937,1.202,5.000,1.017,0.574,0.958,0.942,0.837,0.805,0.808,0.821,5.000,5.000,1.930,Sharp-Right-Turn
2.467,2.399,5.000,1.973,2.375,3.217,4.213,2.865,2.882,1.993,3.934,1.027,5.000,1.000,0.559,0.954,0.914,0.808,0.807,0.814,0.824,5.000,5.000,1.951,Sharp-Right-Turn
2.482,2.411,5.000,1.990,3.929,4.116,4.219,2.860,2.874,1.984,3.934,1.009,0.997,0.985,0.547,0.944,0.907,0.797,0.816,0.820,0.829,5.000,1.398,1.925,Sharp-Right-Turn
2.222,2.416,5.000,1.995,2.373,3.210,2.880,2.860,3.091,3.087,3.935,1.005,0.989,0.979,0.541,0.941,0.922,0.786,0.833,0.820,0.832,5.000,5.000,1.919,Sharp-Right-Turn
2.200,2.414,5.000,1.974,2.370,3.901,4.217,2.864,3.474,3.094,3.911,1.009,0.992,0.981,0.549,0.941,0.914,0.784,0.831,0.817,0.835,4.218,5.000,1.930,Sharp-Right-Turn
2.197,2.439,5.000,1.980,2.373,3.902,4.216,2.866,3.476,3.102,3.909,1.012,0.994,0.983,3.478,0.945,0.904,0.780,0.833,0.815,0.839,4.220,5.000,1.701,Move-Forward
2.193,2.428,5.000,1.992,2.372,3.906,4.216,2.866,3.477,3.120,3.910,1.013,0.995,0.984,3.482,0.945,0.905,0.780,0.829,0.814,0.838,4.217,5.000,1.700,Move-Forward
2.193,2.435,5.000,1.982,2.378,3.906,4.216,2.866,3.480,3.113,3.909,1.013,0.995,0.983,3.481,0.945,0.905,0.780,0.833,0.815,0.836,4.217,5.000,1.602,Move-Forward
2.194,2.439,5.000,1.982,2.381,3.906,4.216,2.869,3.479,3.109,3.909,1.013,0.995,0.983,3.478,0.957,0.907,0.780,0.833,0.815,0.835,4.217,5.000,1.701,Move-Forward
2.198,2.451,5.000,1.986,2.387,3.899,4.217,2.865,3.478,3.108,3.908,1.011,0.993,0.981,3.477,0.944,0.910,0.780,0.834,0.816,0.836,4.217,5.000,1.703,Move-Forward
2.200,2.418,2.521,1.988,2.391,3.902,4.218,2.865,3.476,3.113,3.904,1.009,0.992,0.980,3.479,0.943,0.907,0.780,0.834,0.816,0.843,4.218,5.000,1.606,Move-Forward
2.201,2.471,2.519,1.992,2.388,3.898,4.218,2.864,3.476,3.109,3.910,1.009,0.991,0.979,3.476,0.943,0.915,0.779,0.835,0.817,0.847,4.221,5.000,1.610,Move-Forward
2.202,2.417,2.519,2.003,2.385,3.901,4.218,2.864,3.475,3.106,3.907,1.008,0.990,0.978,3.475,0.943,0.915,0.779,0.835,0.817,0.844,4.221,5.000,1.614,Move-Forward
2.202,2.418,2.520,2.015,2.388,3.900,4.218,2.864,3.475,3.105,3.910,1.007,0.990,0.978,3.478,0.946,0.912,0.779,0.838,0.817,0.844,4.221,5.000,1.704,Move-Forward
2.203,2.422,2.527,2.006,2.388,3.900,4.221,2.864,3.474,3.104,3.909,1.007,0.989,0.977,3.473,0.945,0.914,0.779,0.839,0.821,0.855,4.222,5.000,1.708,Move-Forward
2.204,2.423,2.528,2.007,2.392,3.900,4.222,2.863,3.473,3.100,3.906,1.006,0.987,0.976,3.473,0.945,0.917,0.778,0.839,0.818,0.855,4.219,5.000,1.709,Move-Forward
2.205,2.469,2.532,2.008,2.392,3.900,4.222,2.865,3.473,3.100,3.905,1.005,0.987,0.974,3.475,0.944,0.917,0.778,0.837,0.821,0.859,4.223,5.000,1.710,Move-Forward
2.207,2.493,5.000,2.012,2.391,3.899,4.223,2.865,3.471,3.101,3.905,1.003,0.984,0.972,3.474,0.940,0.919,0.777,0.944,0.819,0.863,4.220,5.000,1.616,Move-Forward
2.212,2.431,5.000,2.015,2.390,3.897,4.224,2.863,3.468,3.101,3.906,0.999,0.980,0.968,3.470,0.939,0.921,0.777,0.942,0.821,0.861,4.223,5.000,1.624,Move-Forward
